"","campo","ano","local","estado","lat","long","residuo","incidencia","severidade","especie","quimiotipo","index"
"231",15,2010,"Estacao","RS",-27.91617,-52.23206,"soybean",42,1.63,"Fusarium graminearum","15-ADON",227
"232",15,2010,"Estacao","RS",-27.91617,-52.23206,"soybean",42,1.63,"Fusarium graminearum","15-ADON",228
"233",15,2010,"Estacao","RS",-28.14261,-51.69828,"soybean",42,1.63,"Fusarium graminearum","15-ADON",229
"234",15,2010,"Estacao","RS",-28.14261,-51.69828,"soybean",42,1.63,"Fusarium graminearum","15-ADON",230
"235",15,2010,"Estacao","RS",-28.17861,-51.64911,"soybean",42,1.63,"Fmer","15-ADON",231
"236",32,2011,"Sertao","RS",-28.11081,-51.72869,"corn",31,1.64,"Fusarium graminearum","15-ADON",579
"237",32,2010,"Caseiros","RS",-28.32164,-51.23739,"corn",20,1.67,"Faus","3-ADON",139
"238",32,2010,"Caseiros","RS",-28.17275,-52.31744,"corn",20,1.67,"Fusarium graminearum","15-ADON",140
"239",32,2010,"Caseiros","RS",-28.17275,-52.31744,"corn",20,1.67,"Fusarium graminearum","15-ADON",141
"240",32,2010,"Caseiros","RS",-28.14261,-51.69828,"corn",20,1.67,"Fmer","NIV",142
"241",32,2010,"Caseiros","RS",-28.14261,-51.69828,"corn",20,1.67,"Fmer","NIV",143
"242",17,2009,"Palmeira das Missoes","RS",-27.807,-53.419,"soybean",41.5,1.78,"Fusarium graminearum","15-ADON",395
"243",17,2009,"Palmeira das Missoes","RS",-27.761,-53.496,"soybean",41.5,1.78,"Fusarium graminearum","15-ADON",396
"244",17,2009,"Palmeira das Missoes","RS",-27.761,-53.496,"soybean",41.5,1.78,"Fusarium graminearum","15-ADON",397
"245",17,2009,"Palmeira das Missoes","RS",-27.761,-53.496,"soybean",41.5,1.78,"Fusarium graminearum","15-ADON",398
"246",28,2011,"Carazinho","RS",-28.20564,-53.47161,"soybean",28.5,1.94,"Fusarium graminearum","15-ADON",117
"247",28,2011,"Carazinho","RS",-28.40275,-53.95239,"soybean",28.5,1.94,"Fusarium graminearum","15-ADON",118
"248",30,2009,"Victor Graeff","RS",-28.319,-52.834,"corn",25,1.99,"Fusarium graminearum","15-ADON",668
"249",25,2011,"Tapera","RS",-28.53642,-52.57522,"soybean",25.5,2.02,"Fusarium graminearum","15-ADON",607
"250",25,2011,"Tapera","RS",-28.37353,-54.12308,"soybean",25.5,2.02,"Fmer","NIV",608
"251",22,2010,"Tapejara","RS",-28.08597,-52.02053,"soybean",25,2.05,"Fusarium graminearum","15-ADON",598
"252",22,2010,"Tapejara","RS",-28.35564,-51.11736,"soybean",25,2.05,"Fusarium graminearum","15-ADON",599
"253",22,2010,"Tapejara","RS",-28.35564,-51.11736,"soybean",25,2.05,"Fusarium graminearum","15-ADON",600
"254",22,2010,"Tapejara","RS",-28.35564,-51.11736,"soybean",25,2.05,"Fusarium graminearum","15-ADON",601
"255",22,2010,"Tapejara","RS",-28.60075,-51.03706,"soybean",25,2.05,"Fmer","NIV",602
"256",43,2010,"Vacaria","RS",-28.39075,-51.05486,"corn",30.5,2.09,"Fusarium graminearum","15-ADON",633
"257",43,2010,"Vacaria","RS",-28.39075,-51.05486,"corn",30.5,2.09,"Fusarium graminearum","15-ADON",634
"258",43,2010,"Vacaria","RS",-28.39075,-51.05486,"corn",30.5,2.09,"Fusarium graminearum","15-ADON",635
"259",43,2010,"Vacaria","RS",-28.42153,-51.03992,"corn",30.5,2.09,"Fusarium graminearum","15-ADON",636
"260",43,2010,"Vacaria","RS",-28.42153,-51.03992,"corn",30.5,2.09,"Fusarium graminearum","15-ADON",637
"261",43,2010,"Vacaria","RS",-28.42153,-51.03992,"corn",30.5,2.09,"Fusarium graminearum","15-ADON",638
"262",31,2010,"Caseiros","RS",-28.24789,-51.78397,"soybean",24.5,2.11,"Fusarium graminearum","15-ADON",134
"263",31,2010,"Caseiros","RS",-28.24789,-51.78397,"soybean",24.5,2.11,"Fusarium graminearum","15-ADON",135
"264",31,2010,"Caseiros","RS",-28.26644,-51.66858,"soybean",24.5,2.11,"Fusarium graminearum","15-ADON",136
"265",31,2010,"Caseiros","RS",-28.26644,-51.66858,"soybean",24.5,2.11,"Fusarium graminearum","15-ADON",137
"266",31,2010,"Caseiros","RS",-28.17275,-52.31744,"soybean",24.5,2.11,"Fusarium graminearum","15-ADON",138
"267",5,2009,"Panambi","RS",-28.39,-54.6,"soybean",35,2.12,"Fcor","NIV",413
"268",5,2009,"Panambi","RS",-28.825,-53.613,"soybean",35,2.12,"Fusarium graminearum","15-ADON",414
"269",5,2009,"Panambi","RS",-28.6,-53.574,"soybean",35,2.12,"Fusarium graminearum","15-ADON",415
"270",5,2009,"Panambi","RS",-28.301,-52.016,"soybean",35,2.12,"Fusarium graminearum","15-ADON",416
"271",5,2009,"Panambi","RS",-28.301,-52.016,"soybean",35,2.12,"Fusarium graminearum","15-ADON",417
"272",47,2010,"Vacaria","RS",-28.35564,-51.11736,"corn",31,2.17,"Fusarium graminearum","15-ADON",649
"273",47,2010,"Vacaria","RS",-28.35564,-51.11736,"corn",31,2.17,"Fusarium graminearum","15-ADON",650
"274",47,2010,"Vacaria","RS",-28.35564,-51.11736,"corn",31,2.17,"Fusarium graminearum","15-ADON",651
"275",23,2009,"Lageado do Bugre","RS",-28.491,-52.561,"soybean",25.5,2.22,"Fusarium graminearum","15-ADON",290
"276",23,2009,"Lageado do Bugre","RS",-28.137,-52.207,"soybean",25.5,2.22,"Fusarium graminearum","15-ADON",291
"277",12,2009,"Condor","RS",-27.764,-53.32,"corn",44,2.24,"Fusarium graminearum","15-ADON",145
"278",12,2009,"Condor","RS",-27.764,-53.32,"corn",44,2.24,"Fusarium graminearum","15-ADON",146
"279",11,2011,"Panambi","RS",-28.068,-53.3935,"soybean",9.5,2.34,"Fusarium graminearum","15-ADON",419
"280",11,2011,"Panambi","RS",-28.26447,-53.48119,"soybean",9.5,2.34,"Fusarium graminearum","15-ADON",420
"281",11,2011,"Panambi","RS",-28.26447,-53.48119,"soybean",9.5,2.34,"Fusarium graminearum","15-ADON",421
"282",21,2010,"Tapejara","RS",-28.13561,-52.10883,"corn",46.5,2.37,"Fusarium graminearum","15-ADON",594
"283",21,2010,"Tapejara","RS",-28.08597,-52.02053,"corn",46.5,2.37,"Fusarium graminearum","15-ADON",595
"284",21,2010,"Tapejara","RS",-28.08597,-52.02053,"corn",46.5,2.37,"Fusarium graminearum","15-ADON",596
"285",21,2010,"Tapejara","RS",-28.08597,-52.02053,"corn",46.5,2.37,"Fusarium graminearum","15-ADON",597
"286",21,2009,"Boa Vista das Missoes","RS",-28.53,-52.763,"corn",25.13,2.5,"Fusarium graminearum","15-ADON",34
"287",21,2009,"Boa Vista das Missoes","RS",-28.53,-52.763,"corn",25.13,2.5,"Fusarium graminearum","15-ADON",35
"288",21,2009,"Boa Vista das Missoes","RS",-28.53,-52.763,"corn",25.13,2.5,"Fusarium graminearum","15-ADON",36
"289",7,2009,"Cruz Alta","RS",-28.171,-53.472,"soybean",31.5,2.53,"Fusarium graminearum","15-ADON",196
"290",7,2009,"Cruz Alta","RS",-28.119,-53.433,"soybean",31.5,2.53,"Fusarium graminearum","15-ADON",197
"291",7,2009,"Cruz Alta","RS",-28.119,-53.433,"soybean",31.5,2.53,"Fusarium graminearum","15-ADON",198
"292",27,2011,"Nao-me-Toque","RS",-28.13417,-53.44453,"soybean",36.5,2.57,"Fusarium graminearum","15-ADON",385
"293",35,2009,"Ernestina","RS",-28.39,-53.982,"soybean",19.74,2.64,"Fusarium graminearum","15-ADON",221
"294",35,2009,"Ernestina","RS",-28.39,-53.982,"soybean",19.74,2.64,"Fusarium graminearum","15-ADON",222
"295",34,2009,"Ernestina","RS",-28.381,-53.306,"soybean",27.22,2.65,"Fmer","NIV",220
"296",35,2010,"Sananduva","RS",-28.08892,-51.74372,"soybean",39,2.82,"Fusarium graminearum","15-ADON",525
"297",35,2010,"Sananduva","RS",-28.08892,-51.74372,"soybean",39,2.82,"Fusarium graminearum","15-ADON",526
"298",35,2010,"Sananduva","RS",-27.97308,-51.78419,"soybean",39,2.82,"Fusarium graminearum","15-ADON",527
"299",35,2010,"Sananduva","RS",-27.97308,-51.78419,"soybean",39,2.82,"Fusarium graminearum","15-ADON",528
"300",35,2010,"Sananduva","RS",-27.97308,-51.78419,"soybean",39,2.82,"Fusarium graminearum","15-ADON",529
"301",1,2009,"Santa Barbara do Sul","RS",-28.39,-54.6,"corn",52,2.98,"Fusarium graminearum","15-ADON",537
"302",1,2009,"Santa Barbara do Sul","RS",-28.37,-51.092,"corn",52,2.98,"Fmer","NIV",538
"303",12,2010,"Sertao","RS",-28.04308,-52.27006,"corn",57.5,3.03,"Fusarium graminearum","15-ADON",563
"304",12,2010,"Sertao","RS",-28.02719,-52.23219,"corn",57.5,3.03,"Fusarium graminearum","15-ADON",564
"305",12,2010,"Sertao","RS",-28.02719,-52.23219,"corn",57.5,3.03,"Fusarium graminearum","15-ADON",565
"306",12,2010,"Sertao","RS",-28.02719,-52.23219,"corn",57.5,3.03,"Fusarium graminearum","15-ADON",566
"307",12,2010,"Sertao","RS",-28.60075,-51.03706,"corn",57.5,3.03,"Fmer","NIV",567
"308",10,2009,"Cruz Alta","RS",-28.344,-51.147,"soybean",43,3.2,"Fusarium graminearum","15-ADON",204
"309",10,2009,"Cruz Alta","RS",-28.344,-51.147,"soybean",43,3.2,"Fusarium graminearum","15-ADON",205
"310",10,2009,"Cruz Alta","RS",-28.344,-51.147,"soybean",43,3.2,"Fusarium graminearum","15-ADON",206
"311",9,2009,"Cruz Alta","RS",-28.119,-53.433,"soybean",56,3.22,"Fusarium graminearum","15-ADON",200
"312",9,2009,"Cruz Alta","RS",-28.027,-53.357,"soybean",56,3.22,"Fusarium graminearum","15-ADON",201
"313",9,2009,"Cruz Alta","RS",-28.027,-53.357,"soybean",56,3.22,"Fusarium graminearum","15-ADON",202
"314",9,2009,"Cruz Alta","RS",-28.027,-53.357,"soybean",56,3.22,"Fusarium graminearum","15-ADON",203
"315",4,2009,"Panambi","RS",-28.825,-53.613,"soybean",42,3.25,"Fusarium graminearum","15-ADON",411
"316",4,2009,"Panambi","RS",-28.825,-53.613,"soybean",42,3.25,"Fusarium graminearum","15-ADON",412
"317",30,2010,"Caseiros","RS",-28.24789,-51.78397,"corn",37,3.27,"Fusarium graminearum","15-ADON",131
"318",30,2010,"Caseiros","RS",-28.24789,-51.78397,"corn",37,3.27,"Fusarium graminearum","15-ADON",132
"319",30,2010,"Caseiros","RS",-27.70072,-52.28536,"corn",37,3.27,"Fmer","NIV",133
"320",24,2010,"Passo Fundo","RS",-28.30069,-52.14589,"soybean",52.78,3.31,"Fusarium graminearum","15-ADON",440
"321",24,2010,"Passo Fundo","RS",-28.30069,-52.14589,"soybean",52.78,3.31,"Fusarium graminearum","15-ADON",441
"322",24,2010,"Passo Fundo","RS",-28.31336,-52.4735,"soybean",52.78,3.31,"Fusarium graminearum","15-ADON",442
"323",24,2010,"Passo Fundo","RS",-28.31336,-52.4735,"soybean",52.78,3.31,"Fusarium graminearum","15-ADON",443
"324",24,2010,"Passo Fundo","RS",-28.31336,-52.4735,"soybean",52.78,3.31,"Fusarium graminearum","15-ADON",444
"325",23,2010,"Passo Fundo","RS",-28.30069,-52.14589,"soybean",55.28,3.36,"Fusarium graminearum","15-ADON",437
"326",23,2010,"Passo Fundo","RS",-28.30069,-52.14589,"soybean",55.28,3.36,"Fusarium graminearum","15-ADON",438
"327",23,2010,"Passo Fundo","RS",-28.30069,-52.14589,"soybean",55.28,3.36,"Fusarium graminearum","15-ADON",439
"328",45,2009,"Coronel Barros","RS",-28.218,-51.509,"soybean",29.5,3.66,"Fusarium graminearum","15-ADON",164
"329",45,2009,"Coronel Barros","RS",-28.218,-51.509,"soybean",29.5,3.66,"Fusarium graminearum","15-ADON",165
"330",45,2009,"Coronel Barros","RS",-28.218,-51.509,"soybean",29.5,3.66,"Fusarium graminearum","15-ADON",166
"331",26,2010,"Agua Santa","RS",-28.72158,-51.24422,"corn",34,3.73,"Fusarium graminearum","15-ADON",6
"332",26,2010,"Agua Santa","RS",-28.72158,-51.24422,"corn",34,3.73,"Fusarium graminearum","15-ADON",7
"333",26,2010,"Agua Santa","RS",-28.72158,-51.24422,"corn",34,3.73,"Fusarium graminearum","15-ADON",8
"334",26,2010,"Agua Santa","RS",-28.30103,-51.46317,"corn",34,3.73,"Fmer","NIV",9
"335",2,2009,"Santa Barbara do Sul","RS",-28.37,-51.092,"soybean",53.5,3.91,"Fmer","NIV",539
"336",18,2010,"Coxilha","RS",-28.13178,-52.26639,"soybean",65.5,3.95,"Fusarium graminearum","15-ADON",178
"337",18,2010,"Coxilha","RS",-28.13178,-52.26639,"soybean",65.5,3.95,"Fusarium graminearum","15-ADON",179
"338",18,2010,"Coxilha","RS",-28.13794,-52.21681,"soybean",65.5,3.95,"Fusarium graminearum","15-ADON",180
"339",18,2010,"Coxilha","RS",-28.13794,-52.21681,"soybean",65.5,3.95,"Fusarium graminearum","15-ADON",181
"340",18,2010,"Coxilha","RS",-28.13794,-52.21681,"soybean",65.5,3.95,"Fusarium graminearum","15-ADON",182
"341",20,2009,"Palmeira das Missoes","RS",-28.566,-53.562,"corn",52.53,4.05,"Fusarium graminearum","15-ADON",407
"342",20,2009,"Palmeira das Missoes","RS",-28.566,-53.562,"corn",52.53,4.05,"Fusarium graminearum","15-ADON",408
"343",20,2009,"Palmeira das Missoes","RS",-28.825,-53.613,"corn",52.53,4.05,"Fusarium graminearum","15-ADON",409
"344",20,2009,"Palmeira das Missoes","RS",-28.366,-53.421,"corn",52.53,4.05,"Fmer","NIV",410
"345",13,2010,"Sertao","RS",-27.97553,-52.22631,"corn",56.5,4.11,"Fusarium graminearum","15-ADON",568
"346",13,2010,"Sertao","RS",-27.97553,-52.22631,"corn",56.5,4.11,"Fusarium graminearum","15-ADON",569
"347",13,2010,"Sertao","RS",-27.97553,-52.22631,"corn",56.5,4.11,"Fusarium graminearum","15-ADON",570
"348",16,2010,"Erechim","RS",-27.78344,-52.26544,"soybean",39,4.23,"Fusarium graminearum","15-ADON",211
"349",16,2010,"Erechim","RS",-27.70072,-52.28536,"soybean",39,4.23,"Fusarium graminearum","15-ADON",212
"350",16,2010,"Erechim","RS",-27.70072,-52.28536,"soybean",39,4.23,"Fusarium graminearum","15-ADON",213
"351",16,2010,"Erechim","RS",-27.70072,-52.28536,"soybean",39,4.23,"Fusarium graminearum","15-ADON",214
"352",19,2009,"Palmeira das Missoes","RS",-28.359,-52.774,"soybean",53.85,4.43,"Fusarium graminearum","15-ADON",403
"353",19,2009,"Palmeira das Missoes","RS",-28.443,-52.81,"soybean",53.85,4.43,"Fusarium graminearum","15-ADON",404
"354",19,2009,"Palmeira das Missoes","RS",-28.443,-52.81,"soybean",53.85,4.43,"Fusarium graminearum","15-ADON",405
"355",19,2009,"Palmeira das Missoes","RS",-28.443,-52.81,"soybean",53.85,4.43,"Fusarium graminearum","15-ADON",406
"356",16,2009,"Palmeira das Missoes","RS",-27.807,-53.419,"corn",52.5,4.53,"Fusarium graminearum","15-ADON",394
"357",8,2009,"Cruz Alta","RS",-28.119,-53.433,"soybean",50.5,4.83,"Fusarium graminearum","15-ADON",199
"358",31,2009,"Victor Graeff","RS",-28.30617,-52.08281,"corn",44,4.89,"Fusarium graminearum","15-ADON",669
"359",31,2009,"Victor Graeff","RS",-28.30617,-52.08281,"corn",44,4.89,"Fusarium graminearum","15-ADON",670
"360",31,2009,"Victor Graeff","RS",-28.30617,-52.08281,"corn",44,4.89,"Fusarium graminearum","15-ADON",671
"361",20,2010,"Tapejara","RS",-28.14967,-52.12636,"corn",44,4.89,"Fusarium graminearum","15-ADON",590
"362",20,2010,"Tapejara","RS",-28.13561,-52.10883,"corn",44,4.89,"Fusarium graminearum","15-ADON",591
"363",20,2010,"Tapejara","RS",-28.13561,-52.10883,"corn",44,4.89,"Fusarium graminearum","15-ADON",592
"364",20,2010,"Tapejara","RS",-28.13561,-52.10883,"corn",44,4.89,"Fusarium graminearum","15-ADON",593
"365",11,2010,"Coxilha","RS",-28.10436,-52.27589,"soybean",44.5,4.99,"Fusarium graminearum","15-ADON",173
"366",11,2010,"Coxilha","RS",-28.10436,-52.27589,"soybean",44.5,4.99,"Fusarium graminearum","15-ADON",174
"367",11,2010,"Coxilha","RS",-28.13178,-52.26639,"soybean",44.5,4.99,"Fusarium graminearum","15-ADON",175
"368",11,2010,"Coxilha","RS",-28.13178,-52.26639,"soybean",44.5,4.99,"Fusarium graminearum","15-ADON",176
"369",11,2010,"Coxilha","RS",-28.13178,-52.26639,"soybean",44.5,4.99,"Fusarium graminearum","15-ADON",177
"370",29,2011,"Marau","RS",-28.64086,-52.85092,"soybean",59.5,5.04,"Fusarium graminearum","15-ADON",346
"371",29,2011,"Marau","RS",-28.64086,-52.85092,"soybean",59.5,5.04,"Fusarium graminearum","15-ADON",347
"372",29,2011,"Marau","RS",-28.62231,-52.74708,"soybean",59.5,5.04,"Fmer","NIV",348
"373",24,2009,"Lageado do Bugre","RS",-28.137,-52.207,"soybean",71,5.22,"Fusarium graminearum","15-ADON",292
"374",24,2009,"Lageado do Bugre","RS",-28.137,-52.207,"soybean",71,5.22,"Fusarium graminearum","15-ADON",293
"375",5,2010,"Carazinho","RS",-28.33483,-52.88072,"soybean",26,6.1,"Fusarium graminearum","15-ADON",96
"376",5,2010,"Carazinho","RS",-28.33483,-52.88072,"soybean",26,6.1,"Fusarium graminearum","15-ADON",97
"377",5,2010,"Carazinho","RS",-28.33483,-52.88072,"soybean",26,6.1,"Fusarium graminearum","15-ADON",98
"378",5,2010,"Carazinho","RS",-28.42153,-51.03992,"soybean",26,6.1,"Fusarium graminearum","15-ADON",99
"379",18,2009,"Palmeira das Missoes","RS",-27.761,-53.496,"soybean",56.5,6.2,"Fusarium graminearum","15-ADON",399
"380",18,2009,"Palmeira das Missoes","RS",-28.359,-52.774,"soybean",56.5,6.2,"Fusarium graminearum","15-ADON",400
"381",18,2009,"Palmeira das Missoes","RS",-28.359,-52.774,"soybean",56.5,6.2,"Fusarium graminearum","15-ADON",401
"382",18,2009,"Palmeira das Missoes","RS",-28.359,-52.774,"soybean",56.5,6.2,"Fusarium graminearum","15-ADON",402
"383",19,2010,"Coxilha","RS",-27.78344,-52.26544,"soybean",65,6.22,"Fusarium graminearum","15-ADON",183
"384",19,2010,"Coxilha","RS",-27.78344,-52.26544,"soybean",65,6.22,"Fusarium graminearum","15-ADON",184
"385",19,2010,"Coxilha","RS",-27.78344,-52.26544,"soybean",65,6.22,"Fusarium graminearum","15-ADON",185
"386",14,2009,"Condor","RS",-27.722,-53.239,"soybean",55,6.24,"Fusarium graminearum","15-ADON",152
"387",14,2009,"Condor","RS",-27.722,-53.239,"soybean",55,6.24,"Fusarium graminearum","15-ADON",153
"388",36,2009,"Ernestina","RS",-28.39,-53.982,"soybean",23.5,6.34,"Fusarium graminearum","15-ADON",223
"389",36,2009,"Ernestina","RS",-28.293,-51.409,"soybean",23.5,6.34,"Fusarium graminearum","15-ADON",224
"390",36,2009,"Ernestina","RS",-28.293,-51.409,"soybean",23.5,6.34,"Fusarium graminearum","15-ADON",225
"391",36,2009,"Ernestina","RS",-28.327,-51.271,"soybean",23.5,6.34,"Fusarium graminearum","15-ADON",226
"392",22,2009,"Boa Vista das Missoes","RS",-28.609,-52.75,"corn",61.81,7.19,"Fusarium graminearum","15-ADON",37
"393",22,2009,"Boa Vista das Missoes","RS",-28.609,-52.75,"corn",61.81,7.19,"Fusarium graminearum","15-ADON",38
"394",22,2009,"Boa Vista das Missoes","RS",-28.609,-52.75,"corn",61.81,7.19,"Fusarium graminearum","15-ADON",39
"395",22,2009,"Boa Vista das Missoes","RS",-28.609,-52.75,"corn",61.81,7.19,"Fusarium graminearum","15-ADON",40
"396",33,2009,"Tio Hugo","RS",-28.37,-51.092,"soybean",60.27,7.36,"Fusarium graminearum","15-ADON",615
"397",33,2009,"Tio Hugo","RS",-28.37,-51.092,"soybean",60.27,7.36,"Fusarium graminearum","15-ADON",616
"398",1,2010,"Passo Fundo","RS",-28.21131,-52.35542,"soybean",63.68,7.62,"Fusarium graminearum","15-ADON",433
"399",1,2010,"Passo Fundo","RS",-28.24625,-52.29503,"soybean",63.68,7.62,"Fusarium graminearum","15-ADON",434
"400",1,2010,"Passo Fundo","RS",-28.24625,-52.29503,"soybean",63.68,7.62,"Fusarium graminearum","15-ADON",435
"401",1,2010,"Passo Fundo","RS",-28.24625,-52.29503,"soybean",63.68,7.62,"Fusarium graminearum","15-ADON",436
"402",32,2009,"Tio Hugo","RS",-28.424,-53.926,"corn",54.58,7.93,"Fusarium graminearum","15-ADON",613
"403",32,2009,"Tio Hugo","RS",-28.37,-51.092,"corn",54.58,7.93,"Fusarium graminearum","15-ADON",614
"404",28,2010,"Passo Fundo","RS",-28.08892,-51.74372,"soybean",45.5,7.94,"Fusarium graminearum","15-ADON",445
"405",28,2010,"Passo Fundo","RS",-28.08892,-51.74372,"soybean",45.5,7.94,"Fusarium graminearum","15-ADON",446
"406",28,2010,"Passo Fundo","RS",-28.08892,-51.74372,"soybean",45.5,7.94,"Fusarium graminearum","15-ADON",447
"407",7,2010,"Carazinho","RS",-28.35044,-52.94756,"soybean",35,8.02,"Fusarium graminearum","15-ADON",105
"408",7,2010,"Carazinho","RS",-28.35044,-52.94756,"soybean",35,8.02,"Fusarium graminearum","15-ADON",106
"409",7,2010,"Carazinho","RS",-28.24944,-51.84692,"soybean",35,8.02,"Fusarium graminearum","15-ADON",107
"410",7,2010,"Carazinho","RS",-28.24944,-51.84692,"soybean",35,8.02,"Fusarium graminearum","15-ADON",108
"411",7,2010,"Carazinho","RS",-28.24789,-51.78397,"soybean",35,8.02,"Fusarium graminearum","15-ADON",109
"412",6,2010,"Carazinho","RS",-28.26644,-51.66858,"soybean",70.71,8.13,"Fasi","NIV",100
"413",6,2010,"Carazinho","RS",-28.33483,-52.88072,"soybean",70.71,8.13,"Fusarium graminearum","15-ADON",101
"414",6,2010,"Carazinho","RS",-28.35044,-52.94756,"soybean",70.71,8.13,"Fusarium graminearum","15-ADON",102
"415",6,2010,"Carazinho","RS",-28.35044,-52.94756,"soybean",70.71,8.13,"Fusarium graminearum","15-ADON",103
"416",6,2010,"Carazinho","RS",-28.35044,-52.94756,"soybean",70.71,8.13,"Fusarium graminearum","15-ADON",104
"417",9,2010,"Tapejara","RS",-28.077,-52.058,"soybean",37.5,8.16,"Fusarium graminearum","15-ADON",585
"418",9,2010,"Tapejara","RS",-28.077,-52.058,"soybean",37.5,8.16,"Fusarium graminearum","15-ADON",586
"419",9,2010,"Tapejara","RS",-28.14967,-52.12636,"soybean",37.5,8.16,"Fusarium graminearum","15-ADON",587
"420",9,2010,"Tapejara","RS",-28.14967,-52.12636,"soybean",37.5,8.16,"Fusarium graminearum","15-ADON",588
"421",9,2010,"Tapejara","RS",-28.14967,-52.12636,"soybean",37.5,8.16,"Fusarium graminearum","15-ADON",589
"422",25,2010,"Agua Santa","RS",-28.30617,-52.08281,"soybean",68.24,9.47,"Fusarium graminearum","15-ADON",1
"423",25,2010,"Agua Santa","RS",-28.30617,-52.08281,"soybean",68.24,9.47,"Fusarium graminearum","15-ADON",2
"424",25,2010,"Agua Santa","RS",-28.28964,-51.97308,"soybean",68.24,9.47,"Fusarium graminearum","15-ADON",3
"425",25,2010,"Agua Santa","RS",-28.28964,-51.97308,"soybean",68.24,9.47,"Fusarium graminearum","15-ADON",4
"426",25,2010,"Agua Santa","RS",-28.28964,-51.97308,"soybean",68.24,9.47,"Fusarium graminearum","15-ADON",5
"427",13,2009,"Condor","RS",-27.642,-53.327,"soybean",70.5,12.81,"Fusarium graminearum","15-ADON",147
"428",13,2009,"Condor","RS",-27.642,-53.327,"soybean",70.5,12.81,"Fusarium graminearum","15-ADON",148
"429",13,2009,"Condor","RS",-27.642,-53.327,"soybean",70.5,12.81,"Fusarium graminearum","15-ADON",149
"430",13,2009,"Condor","RS",-27.642,-53.327,"soybean",70.5,12.81,"Fusarium graminearum","15-ADON",150
"431",10,2010,"Coxilha","RS",-28.17275,-52.31744,"soybean",63.5,13.31,"Fusarium graminearum","15-ADON",168
"432",10,2010,"Coxilha","RS",-28.17275,-52.31744,"soybean",63.5,13.31,"Fusarium graminearum","15-ADON",169
"433",10,2010,"Coxilha","RS",-28.10436,-52.27589,"soybean",63.5,13.31,"Fusarium graminearum","15-ADON",170
"434",10,2010,"Coxilha","RS",-28.10436,-52.27589,"soybean",63.5,13.31,"Fusarium graminearum","15-ADON",171
"435",10,2010,"Coxilha","RS",-28.10436,-52.27589,"soybean",63.5,13.31,"Fusarium graminearum","15-ADON",172
"436",8,2010,"Santa Barbara do Sul","RS",-28.04308,-52.27006,"soybean",52.76,14.1,"Fusarium graminearum","15-ADON",541
"437",8,2010,"Santa Barbara do Sul","RS",-28.04308,-52.27006,"soybean",52.76,14.1,"Fusarium graminearum","15-ADON",542
"438",8,2010,"Santa Barbara do Sul","RS",-28.04308,-52.27006,"soybean",52.76,14.1,"Fusarium graminearum","15-ADON",543
"439",2,2010,"Carazinho","RS",-28.27356,-52.68206,"soybean",72.5,14.27,"Fusarium graminearum","15-ADON",82
"440",2,2010,"Carazinho","RS",-28.31694,-52.75322,"soybean",72.5,14.27,"Fusarium graminearum","15-ADON",83
"441",2,2010,"Carazinho","RS",-28.31694,-52.75322,"soybean",72.5,14.27,"Fusarium graminearum","15-ADON",84
"442",2,2010,"Carazinho","RS",-28.31694,-52.75322,"soybean",72.5,14.27,"Fusarium graminearum","15-ADON",85
"443",4,2010,"Carazinho","RS",-28.31231,-51.36056,"soybean",43.5,17.48,"Fcor","3-ADON",91
"444",4,2010,"Carazinho","RS",-28.31181,-52.80419,"soybean",43.5,17.48,"Fusarium graminearum","15-ADON",92
"445",4,2010,"Carazinho","RS",-28.33603,-52.84528,"soybean",43.5,17.48,"Fusarium graminearum","15-ADON",93
"446",4,2010,"Carazinho","RS",-28.33603,-52.84528,"soybean",43.5,17.48,"Fusarium graminearum","15-ADON",94
"447",4,2010,"Carazinho","RS",-28.33603,-52.84528,"soybean",43.5,17.48,"Fusarium graminearum","15-ADON",95
"448",15,2009,"Palmeira das Missoes","RS",-27.849,-53.365,"corn",89.95,18.51,"Fusarium graminearum","15-ADON",391
"449",15,2009,"Palmeira das Missoes","RS",-27.807,-53.419,"corn",89.95,18.51,"Fusarium graminearum","15-ADON",392
"450",15,2009,"Palmeira das Missoes","RS",-27.807,-53.419,"corn",89.95,18.51,"Fusarium graminearum","15-ADON",393
"451",3,2010,"Carazinho","RS",-28.31694,-52.75322,"soybean",67,18.65,"Fusarium graminearum","15-ADON",86
"452",3,2010,"Carazinho","RS",-28.31694,-52.75322,"soybean",67,18.65,"Fusarium graminearum","15-ADON",87
"453",3,2010,"Carazinho","RS",-28.31181,-52.80419,"soybean",67,18.65,"Fusarium graminearum","15-ADON",88
"454",3,2010,"Carazinho","RS",-28.31181,-52.80419,"soybean",67,18.65,"Fusarium graminearum","15-ADON",89
"455",3,2010,"Carazinho","RS",-28.31181,-52.80419,"soybean",67,18.65,"Fusarium graminearum","15-ADON",90
"456",NA,2009,"Apucarana","PR",-23.55083333,-51.08583333,NA,NA,NA,"Fusarium graminearum","15-ADON",16
"457",NA,2009,"Apucarana","PR",-23.55083333,-51.08583333,NA,NA,NA,"Fusarium graminearum","15-ADON",17
"458",NA,2009,"Apucarana","PR",-23.55083333,-51.08583333,NA,NA,NA,"Fusarium graminearum","15-ADON",18
"459",NA,2009,"Apucarana","PR",-23.55083333,-51.08583333,NA,NA,NA,"Fmer","NIV",19
